도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
하늘과 바람과 별과 시(미니북)(초판본)(1955년 정음사 오리지널 표지디자인),,20170317,시/에세이,5500,9.6,192,0,12,43,1
바다가 보이는 이발소,,20170519,소설,13000,9.3,272,1,11,44,1
해커스 토익 스타트 리스닝(Hackers TOEIC Start Listening)(신토익 Edition),"온라인 신토익 모의고사, 받아쓰기&쉐도잉 프로그램",20190130,외국어,14900,9.4,584,0,14,45,1
그릿(Grit),"IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",20161028,자기계발,16000,8.9,416,0,2,46,1
지적 대화를 위한 넓고 얕은 지식: 현실너머 편,"철학, 과학, 예술, 종교, 신비 편",20150204,인문,16000,9.4,376,0,26,47,1
비하인드 도어,B. A. 패리스 장편소설,20170623,소설,14000,9,324,1,7,48,1
명탐정 코난. 92,,20170625,만화,4500,9.5,150,1,10,49,1
우아한 관찰주의자,눈으로 차이를 만든다,20170614,자기계발,18500,9.3,416,1,9,50,1
정재승의 과학 콘서트(개정증보판),복잡한 세상 명쾌한 과학,20110707,과학,13500,8.8,360,0,11,51,1
채식주의자,,20071030,소설,12000,8.7,247,0,5,52,1
한국의 젊은 부자들,무일푼에서 100억 원대 회사 만든 61인의 현재 진행형 성공기,20170508,경제/경영,15000,8.8,416,1,10,53,1
"명견만리: 정치, 생애, 직업, 탐구 편",지금까지 경험하지 못한 새로운 사회를 말하다,20170605,경제/경영,15800,9.6,304,1,22,54,1
부동산 투자 이렇게 쉬웠어?,당신을 부자로 만들어 줄 실전 투자 Secret,20170607,경제/경영,16000,9.6,280,0,15,55,1
코스모스(보급판),,20100120,과학,18500,9.2,719,1,4,56,1
오두막(100쇄 특별판)(개정판),모든 순간으로부터 자유로워지는 곳,20170508,소설,13800,9.1,448,0,3,57,1
어쩌면 내가 가장 듣고 싶었던 말,"괜찮은 척, 아무렇지 않은 척했던 순간에도",20170203,시/에세이,14000,9.3,256,0,18,58,1
너의 안부를 묻는 밤(민트 스페셜 에디션),지민석 유귀선 감성 에세이,20170523,시/에세이,13000,9.7,256,1,11,59,1
아날로그의 반격,"디지털, 그 바깥의 세계를 발견하다",20170630,경제/경영,16800,9,448,1,8,60,1
돈 되는 아파트 돈 안 되는 아파트(부동산 애널리스트가 알려주는),,20170525,경제/경영,14800,9.2,248,1,19,61,1
영어책 한 권 외워봤니?,,20170111,자기계발,14000,9.1,292,0,13,62,1
너라는 위로,,20170421,시/에세이,13000,9.5,252,1,6,63,1
결국 이기는 사람들의 비밀,불공평한 세상에서 발견한 10가지 성공 법칙,20170627,자기계발,15000,7.7,328,1,14,64,1
말투 하나 바꿨을 뿐인데,"일,사랑,관계가 술술 풀리는 40가지 심리 기술",20170317,자기계발,13000,8.2,216,1,13,65,1
빨강머리 앤이 하는 말,아직 너무 늦지 않았을 우리에게,20160715,시/에세이,16000,9.3,336,1,12,66,1
좀비고등학교 코믹스. 1,수상한 폐교,20170615,어린이(초등),9800,9,160,0,13,67,1
세계사 편력. 1,아버지가 딸에게 들려 주는 세계사 이야기,20040605,역사/문화,18000,8.8,564,0,9,68,1
이동진 독서법,닥치는 대로 끌리는 대로 오직 재미있게,20170615,인문,12000,8.9,204,1,7,69,1
잭키 마론과 악당 황금손(‘책 먹는 여우’가 직접 쓴 탐정 소설 1)(양장본 HardCover),,20170629,어린이(초등),12000,9.1,116,0,13,70,1
Who? Special 문재인(양장본 HardCover),제19대 대한민국 대통령 문재인 '친필 사인 수록' 특별판,20190605,어린이(초등),12800,9.2,208,1,16,71,1
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주 시집,20150620,시/에세이,10000,9.2,184,0,11,72,1
삼생삼세 십리도화,당칠공자 장편소설,20170620,소설,16000,9.6,572,1,9,73,1
기린의 날개,,20170206,소설,16800,9.3,420,0,6,74,1
나의 한국현대사,"1959-2014, 55년의 기록",20140710,역사/문화,18000,9,420,1,8,75,1
행복을 풀다,구글X 공학자가 찾은 삶과 죽음 너머 진실,20170622,자기계발,16000,8.6,484,1,6,76,1
문재인의 운명(특별판),,20170509,정치/사회,15000,9.3,488,0,7,77,1
완벽한 공부법,모든 공부의 최고의 지침서,20170106,자기계발,19800,9,516,1,7,78,1
여덟 단어,인생을 대하는 우리의 자세,20130520,인문,15000,9.4,237,1,5,79,1
설민석의 한국사 대모험. 3,"온달, 왕의 시험에 대비하라!",20170526,어린이(초등),10500,9.6,220,1,15,80,1
스페셜솔져 코믹스. 4,,20170622,어린이(초등),9800,7.7,160,0,12,81,1
1시간에 1권 퀀텀 독서법,하루에 30분 3주면 된다!,20170331,자기계발,15000,8.4,280,1,14,82,1
임신 출산 육아 대백과(2019~2020)(개정판),술술 잘 읽히는 첫아기 잘 키우는 법,20190701,가정/육아,18500,9.6,410,0,12,83,1
어쩌면 별들이 너의 슬픔을 가져갈지도 몰라(감성치유 라이팅북),김용택의 꼭 한번 필사하고 싶은 시,20150604,시/에세이,12800,9.4,280,0,23,84,1
하루하루가 이별의 날(양장본 HardCover),,20170628,소설,13500,9.2,160,1,11,85,1
"4차산업혁명 시대, 투자의 미래",100년에 한번 오는 100배 기회!,20170805,경제/경영,16000,9,304,1,17,86,1
마법천자문. 39: 전해라! 전할 전(손오공의 한자 대탐험),,20170529,어린이(초등),9800,9.5,159,0,20,87,1
나한테 왜 그래요?(반양장),관계를 시원하게 풀어 주는 심리 기술,20170616,자기계발,13500,7.7,236,1,10,88,1
완벽하지 않은 것들에 대한 사랑,온전한 나를 위한 혜민 스님의 따뜻한 응원,20160203,시/에세이,14800,9.5,296,1,17,89,1
나에게 고맙다,"가장 흔한 말, 정작 나에게 하지 못한 인사",20160701,시/에세이,13800,9.3,272,1,7,90,1
타이탄의 도구들(리커버 에디션),,20200309,자기계발,15000,9.2,367,1,8,91,1
해커스 토익 700+ LC+RC(한 권으로 끝내는),신토익 출제유형 100% 반영,20191227,외국어,19500,9.4,596,0,17,92,1
원펀맨(One Punch Man). 13,괴인 세포,20170731,만화,5000,9.6,212,1,3,93,1
퇴사준비생의 도쿄,여행에서 찾은 비즈니스 인사이트,20170712,경제/경영,15800,9,336,1,9,94,1
ETS 토익 공식입문서 RC,,20160506,외국어,14800,9.6,276,1,15,95,1
ETS 토익 공식입문서 LC,,20160506,외국어,14800,9.5,276,1,15,96,1
최강의 식사,인생을 바꾸는 실리콘밸리식 완전무결 2주 다이어트,20170616,건강,17000,9.1,368,1,6,97,1
숨결이 바람 될 때(양장본 HardCover),서른여섯 젊은 의사의 마지막 순간,20160822,시/에세이,14000,9.4,284,1,10,98,1
착! 붙는 일본어 독학 첫걸음(CD1장포함),하루 한 시간 한 달 완성,20151015,외국어,14000,9.5,248,0,16,99,1
도구와 기계의 원리 Now(양장본 HardCover),그림으로 보는 재미있는 과학 원리,20170315,어린이(초등),38000,9.2,400,0,14,100,1
수박 수영장(양장본 HardCover),안녕달 그림책,20150727,유아(0~7세),12000,9.6,52,0,6,101,1
낭만적 연애와 그 후의 일상(양장본 HardCover),알랭 드 보통 장편소설,20160825,소설,13500,9.1,300,1,15,102,1
해커스 토익 중급 리딩(Hackers TOEIC Reading)(신토익 Edition)(개정판 3판),온라인 신토익 실전모의고사 제공 | 4주 만에 토익 750점 공략!,20191220,외국어,14900,9.6,504,0,12,103,1
내 안에 있는 나 아닌 나(마인드북 시리즈 3)(반양장),생각과잉 시대에 생각의 실체를 파헤친 마인드북,20170706,자기계발,14000,8.8,240,0,14,104,1
사용빈도 1억 영어회화 표현(마유영어),원어민 99%가 매일같이 쓰는 역대 최강 회화 표현 컬렉션,20170520,외국어,13000,8.3,304,1,15,105,1
쇼코의 미소,최은영 소설,20190620,소설,12000,9.5,296,1,6,106,1
못 참는 아이 욱하는 부모,,20160515,가정/육아,16800,8.7,344,1,14,107,1
나는 뻔뻔하게 살기로 했다,더 이상 괜찮은 척하지 않겠다.,20170405,인문,13800,8.8,200,1,14,108,1
청춘의 독서,세상을 바꾼 위험하고 위대한 생각들,20170707,인문,14800,9.4,328,1,6,109,1
혼자 잘해주고 상처받지 마라,서운하고 속상한 마음을 들키지않으려고 애쓰는 당신을 위한 감정의 심리학,20161027,자기계발,15000,9.3,288,1,15,110,1
데미안(초판본)(1919년 초판본 오리지널 표지 디자인)(양장본 HardCover),,20160627,소설,9800,9.7,276,1,3,111,1
78층 나무 집(456 Book 클럽)(양장본 HardCover),,20181105,어린이(초등),12000,9.5,384,0,8,112,1
해커스 보카(Hackers Vocabulary)(개정판 2판),토플/IELTS/텝스/공무원/SAT/특목고,20150701,외국어,16900,9.3,366,0,6,113,1
알사탕(그림책이 참 좋아 39)(양장본 HardCover),,20170325,유아(0~7세),12000,9.2,48,0,3,114,1
차의 시간,인생을 생각하는 시간,20170626,만화,11000,9.2,148,0,5,115,1
소년이 온다,한강 장편소설,20140519,소설,12000,9.6,216,0,6,116,1
7년의 밤,정유정 장편소설,20160530,소설,14500,9.2,523,1,5,117,1
영초언니,,20170518,시/에세이,13500,9.5,288,1,4,118,1
상냥한 저승사자를 기르는 법,,20170515,소설,15000,9.8,452,1,15,119,1
설민석의 무도 한국사 특강(Human Special Lecture 2),,20140117,역사/문화,20000,9.5,420,0,14,120,1
수학의 언어로 세상을 본다면,수학자 아버지가 들려주는 수학으로 본 세계,20170609,과학,16500,9.3,340,0,15,121,1
인생의 재발견,"마흔 이후, 어떻게 살 것인가",20170605,인문,18000,9.2,432,1,7,122,1
4차 산업혁명 이미 와 있는 미래,,20170627,경제/경영,18000,9.1,384,1,18,123,1
주식투자 무작정 따라하기(개정판),70만 왕초보가 감동했다! 완벽한 투자 입문서!,20170102,경제/경영,16500,8.5,400,0,13,124,1
ETS 토익 단기 공략 750+(LC+RC),출제기관 독점제공,20170106,외국어,16800,9.4,576,1,17,125,1
프렌즈 다낭('17~'18)(Season1)(프렌즈 시리즈 28),호이안 후에,20170201,여행,12500,9,300,0,6,126,1
매일 10분 기초 영문법의 기적,영어패턴이 보이고 영어회화가 된다!,20170413,외국어,12000,9.3,160,1,17,127,1
하이큐!!. 25,반환,20170630,만화,5000,9.5,188,1,9,128,1
아홉 살 마음 사전,,20170310,어린이(초등),11000,9.6,168,0,10,129,1
총 균 쇠,무기 병균 금속은 인류의 운명을 어떻게 바꿨는가,20051219,역사/문화,28000,9.1,751,0,5,130,1
어린왕자(초판본)(양장본 HardCover),1943년 오리지널 초판본 표지디자인,20160830,소설,9800,9.7,148,1,4,131,1
대통령의 글쓰기,김대중 노무현 대통령에게 배우는 사람을 움직이는 글쓰기 비법,20170525,인문,16000,9.6,332,1,8,132,1
새는 날아가면서 뒤돌아보지 않는다,,20170225,시/에세이,14000,9.5,280,1,18,133,1
새벽 세시 + 무너지지만 말아 + 새삼스러운 세상 한정판 스페셜 에디션 세트(전3권),,20170424,시/에세이,16500,9.5,264,0,42,134,1
백종원이 추천하는 집밥 메뉴 55(백종원이 추천하는 집밥 메뉴 3),,20170421,요리,9900,9.3,152,1,18,135,1
영어는 3단어로,내일 당장 대화가 되는 초간단 영어법,20170721,외국어,13500,9.3,276,1,8,136,1
부자언니 부자연습,가난한 공주 부자되기 프로젝트,20170517,경제/경영,15000,8.7,259,1,9,137,1
추리 천재 엉덩이 탐정. 3: 불멸의 절도단 사건(양장본 HardCover),,20170330,어린이(초등),12000,9.8,88,0,27,138,1
축적의 길(축적의 시간 2),Made in Korea의 새로운 도전,20170503,경제/경영,16000,9.4,272,1,5,139,1
너의 이름은. 3(완결),,20170531,만화,5500,9.5,178,1,9,140,1
해바라기가 피지 않는 여름(미스티 아일랜드 5),,20140905,소설,12000,9.1,363,1,14,141,1
시대의 소음(양장본 HardCover),줄리언 반스 장편소설,20170529,소설,14000,9,272,1,6,142,1
해커스 토익 중급 리스닝(Hackers TOEIC Listening)(신토익 Edition)(개정판 3판),온라인 신토익 실전모의고사 제공 | 단어암기장 수록,20191225,외국어,14900,9.6,394,0,13,143,1
백년을 살아보니,,20160801,인문,15000,9.3,300,1,8,144,1
월 1억 수익 젊은 부자들,영업 최고수의 성공 세일즈 노하우,20170620,경제/경영,16000,9.8,276,1,14,145,1
저스트고 오사카: 교토 고베 나라(2017-2018)(Just Go 2),카카오프렌즈 스페셜 에디션,20170330,여행,18500,9.9,592,0,18,146,1
왜 나는 너를 사랑하는가(개정판)(양장본 HardCover),,20130115,소설,12000,9.1,278,1,13,147,1
나는 까칠하게 살기로 했다,상처받지 않고 사람을 움직이는 관계의 심리학,20161128,자기계발,15000,9.2,356,1,14,148,1
내일은 로봇왕. 1: 축구로봇 vs 배틀로봇,본격 대결 과학로봇 만화,20170530,어린이(초등),23800,8.9,176,0,24,149,1
우리아이 낭독혁명,우리 아이 성장의 최고 지침서,20170620,가정/육아,14800,8,272,1,9,150,1
꿈꾸는 다락방(이지성의)(개정증보판)(양장본 HardCover),"꿈을 현실로 만드는 공식, R=VD",20170630,자기계발,15000,9.1,320,1,7,151,1
종의 기원,정유정 장편소설,20160516,소설,13000,9.1,384,0,5,152,1
해커스 텝스 보카(개정판),주제별 연상 암기로 텝스 기출 어휘 30일 완성!,20170615,외국어,14900,9.7,552,0,9,153,1
당신의 이름을 지어다가 며칠은 먹었다(문학동네시인선 32),박준 시집,20170630,시/에세이,10000,9.3,143,1,20,154,1
평범한 아이를 공부의 신으로 만든 비법(육아개념편)(부모의 행동만으로),SBS 영재 발굴단 ‘아빠의 비밀’ 편,20170718,가정/육아,14800,9.3,250,1,21,155,1
난생 처음 한번 공부하는 미술 이야기. 3: 초기 기독교 문명과 미술(난처한 시리즈),더 이상 인간은 외롭지 않았다,20170628,인문,17000,9.5,360,0,38,156,1
견뎌야 하는 단어들에 대하여,,20170625,시/에세이,12800,8.9,192,1,15,157,1
쿠키런 어드벤처. 21: 대한민국 서울,쿠키들의 신나는 세계여행,20170525,어린이(초등),9800,9.4,164,0,21,158,1
에고라는 적,인생의 전환점에서 버려야 할 한 가지,20170403,자기계발,14800,8.7,296,1,6,159,1
나는 왜 작은 일에도 상처받을까,관계에 서툴고 쉽게 상처받는 사람들을 위한심리 처방,20170626,자기계발,14500,9.5,312,1,17,160,1
미움받을 용기. 2,사랑과 진정한 자립에 대한 아들러의 가르침,20160502,인문,14900,9.4,320,0,10,161,1
도티&잠뜰 TV 샌드박스 연구소,주니어 스토리북,20170623,어린이(초등),8500,9.2,100,0,17,162,1
제8회 젊은작가상 수상작품집(2017),,20170407,소설,12000,9.5,352,1,15,163,1
왕초보 영어회화 100일의 기적,100일 후에는 나도 영어로 말한다,20160501,외국어,12000,9.4,240,1,17,164,1
퇴사하겠습니다,,20170117,시/에세이,12800,8.7,204,1,7,165,1
해커스 토플 리딩(Hackers TOEFL Reading)(3판),iBT 최신 출제경향 반영,20150701,외국어,23900,9.3,519,0,9,166,1
서툰 감정,세상에 나쁜 감정은 없다. 서툰 감정만 있을 뿐,20170718,인문,13800,8.7,216,1,5,167,1
Re: 제로부터 시작하는 이세계 생활. 11(노블엔진(Novel Engine)),,20170701,소설,7000,9.8,368,1,24,168,1
너에게 하고 싶은 말,"차마 하지 못했던, 미처 하지 못했던",20151211,시/에세이,13000,9.4,212,1,11,169,1
프레임(양장본 HardCover),나를 바꾸는 심리학의 지혜,20160831,자기계발,16000,9.4,308,1,3,170,1
난생 처음 한번 공부하는 미술 이야기. 4: 중세 문명과 예술(난처한 시리즈),지상에 천국을 훔쳐오다,20170628,인문,19000,9.5,416,0,34,171,1
마켓 4.0(필립 코틀러의)(양장본 HardCover),4차 산업혁명이 뒤바꾼 시장을 선점하라,20170217,경제/경영,16000,8.8,284,1,6,172,1
보복대행전문주식회사. 1,이외수 장편소설,20170530,소설,13800,9.2,340,0,13,173,1
우리 집 문제(양장본 HardCover),,20170608,소설,14800,9.3,320,0,7,174,1
보통의 존재(10주년 기념 특별판),이석원 산문집,20091104,시/에세이,12000,9,386,0,6,175,1
신비아파트 고스트볼의 비밀. 6,Tooniverse 방영 인기작,20170715,어린이(초등),9500,9.6,184,0,17,176,1
야밤의 공대생 만화,,20170707,과학,16000,9.4,392,1,10,177,1
너무 재밌어서 잠 못 드는 세계사,,20161010,역사/문화,15000,7.7,304,1,18,178,1
이기적 유전자(개정판),,20100810,과학,18000,8.9,540,0,7,179,1
참 소중한 너라서(있는 그대로),지금도 충분히 아름다운 당신에게,,,,9.1,0,0,9,180,1
일빵빵 영어회화. 1(스토리가 있는),,20120601,외국어,13800,9.6,240,0,11,181,1
뇌가 놀고 싶을 때 다른 그림 찾기,뇌를 깨우고 놀게 하는 당신을 위한 놀이 책,20161028,취미/실용/스포츠,10000,9.4,96,0,19,182,1
"멈추면, 비로소 보이는 것들(개정판)",혜민 스님과 함께하는 내 마음 다시보기,20170315,시/에세이,14800,9.4,320,0,15,183,1
일본 가정식 260(요리 초보자도 맛있게 만드는),,20161107,요리,18000,9.4,336,1,10,184,1
그래머 게이트웨이 베이직: 초보를 위한 기초 영문법 (Grammar Gateway Basic Light Version)(해커스)(개정,기초영어 문법 한 달 완성,20190531,외국어,12900,9.1,210,0,29,185,1
여행영어 100일의 기적,해외여행 준비 D-100 프로젝트,20170620,외국어,12000,9.2,272,1,13,186,1
상상초월 포켓몬 과학 연구소. 1,,20170425,어린이(초등),10000,9.1,208,0,18,187,1
ETS TOEIC VOCA(토익 보카),파트별 어휘집,20170120,외국어,12900,9.3,512,0,14,188,1
축적의 시간(양장본 HardCover),서울공대 26명의 석학이 던지는 한국 산업의 미래를 위한 제언,20150925,경제/경영,28000,9.5,559,1,6,189,1
